GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathExpression.new DefaultErrorStrategy() {...},0,4,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ISequence.new Collector() {...},6,18,0,0,2,6,1,7,1,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,TypeMetapathException,13,5,0,0,5,2,3,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathEvaluationFeature,0,15,0,0,0,4,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicMetapathException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractCodedMetapathException,38,18,0,0,5,7,3,3,3,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicContext.CachingLoader,47,0,2,0,11,0,6,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicContext,77,91,6,2,14,25,10,12,6,12
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ISequence,254,173,4,13,16,33,12,24,10,17
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,EQNameUtils,39,65,3,5,8,15,4,6,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathExpression,118,193,9,7,22,49,9,16,2,13
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathException,7,9,0,0,4,4,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicContext.CachingLoader.ContextUriResolver,36,0,4,0,7,0,4,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathConstants,0,36,0,0,0,13,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StaticMetapathException,12,6,0,0,5,2,3,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ICollectionValue,3,10,1,1,1,2,1,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicContext.SharedState,0,40,0,0,0,10,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StaticContext,34,210,5,19,9,53,8,28,4,20
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,InvalidTypeMetapathException,47,8,0,0,10,3,4,1,4,1
Metaschema Core API,gov.nist.secauto.metaschema.core.util,ObjectUtils,23,16,5,3,4,8,6,5,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.util,CollectionUtil,112,39,14,0,25,10,19,11,12,11
Metaschema Core API,gov.nist.secauto.metaschema.core.util,ReplacementScanner,0,42,1,3,0,10,1,2,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.util,UriUtils,19,201,15,31,6,38,13,15,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.util,CustomCollectors,85,70,4,4,20,17,12,8,9,7
Metaschema Core API,gov.nist.secauto.metaschema.core.util,AutoCloser,24,0,0,0,8,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,DefaultConfiguration,70,53,3,1,18,15,6,6,4,6
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,IMutableConfiguration,12,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,AbstractConfigurationFeature,19,18,0,0,7,7,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,IConfiguration,0,12,0,2,0,4,0,2,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,ConstraintComposingVisitor,24,16,0,0,6,5,4,3,4,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,AbstractKeyConstraint,25,0,2,0,6,0,3,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,ExternalSource,13,35,0,0,4,10,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,InternalModelSource,14,34,0,0,4,9,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultIndexConstraint,26,0,2,0,6,0,3,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultIndexHasKeyConstraint,26,0,2,0,6,0,3,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultMatchesConstraint,8,24,2,2,2,6,3,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,AbstractConstraint,39,63,3,1,13,16,9,5,7,5
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultIndex,49,0,4,0,12,0,6,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultAllowedValue,6,15,0,0,2,6,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultLet,21,0,0,0,8,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultExpectConstraint,65,26,4,0,17,7,8,2,6,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultKeyField,54,0,2,0,15,0,7,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultUniqueConstraint,12,0,0,0,2,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultCardinalityConstraint,32,0,4,0,8,0,5,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,AbstractDefinitionTargetedConstraints,84,38,0,0,15,7,3,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,DefaultAllowedValuesConstraint,0,29,0,0,0,8,0,4,0,4
